date,AGG,EEM,EFA,IJR,JNK,SHY,SPY
2014-01-03,0.00103354454,-0.028571426999999996,-0.0088627934,-0.0076055527000000005,0.001481533,0.00011849403,-0.005221844
2014-01-10,0.005256176,0.0037388802,0.012579441,0.00036931037999999997,0.0056705475,0.0003554821,0.006862283
2014-01-17,0.00140059,-0.011919557999999999,0.0,0.0,0.003677249,-0.00011837482,-0.002742529
2014-01-24,0.003076911,-0.038954496,-0.029336929999999997,-0.018829525,-0.0085489154,0.000710845,-0.02583927
2014-01-31,0.0045547485,-0.0013076067,-0.019120991,-0.011382937,0.44,0.0009471178,-0.003968954
2014-02-07,-0.00040990114,0.014139891,0.023738383999999998,-0.013512194,0.003391266,0.00027048588,0.008418441
2014-02-14,-0.00046378374,0.024012446,0.021038055,0.027105331,0.005646944,-0.00035488605,0.024154067
2014-02-21,0.0002784729,-0.0057992935,0.0072191954000000004,0.011081934,0.004638791,0.00023663044000000002,-0.00070649385
2014-02-28,0.0043598413,0.0012680292000000002,0.0080633163,0.019134283000000002,0.0092345476,0.00023651123,0.013051271
2014-03-07,-0.005541384,0.00101315975,0.002221942,0.021873832000000003,-0.0054956675,-0.0012020469,0.010574937
2014-03-14,0.0042802095,-0.028340042,-0.037540673999999996,-0.01730293,-0.0026764274,0.0008289813999999999,-0.019122422
2014-03-21,-0.0031502247,0.015104055,0.00061428547,0.012071133000000001,0.003171563,-0.0015383363,0.012805223
2014-03-28,0.0028814076999999997,0.04515147,0.02608955,-0.02679497,0.0036478043,0.00023710728,-0.003813088
2014-04-04,0.0007870196999999999,0.013745666,0.0074783564,0.007115841,0.0035841465,0.0007251501000000001,0.00490582
2014-04-11,0.006030798,0.012832999000000001,-0.016330123000000002,-0.03165722,-0.004124403,0.0011842251,-0.026233911999999998
2014-04-17,-0.0022134185,0.0043030976999999995,0.019166827,0.022458076,0.00414145,-0.0007097125,0.026885629
2014-04-25,0.0018485785,-0.028326570000000002,-0.0019250512,-0.011028767,0.0012128353,-0.00011837482,-0.000536561
2014-05-02,0.004505515,0.01935327,0.014836788,0.0038422346,0.0035672188,0.00048565865,0.009501338
2014-05-09,9.202957e-05,0.00024032593000000002,-0.0026316047,-0.014376402,0.0016981363,0.00071024895,-0.00053167343
2014-05-16,0.0046921967999999994,0.031715512,0.0039577484,-0.005682885600000001,0.0033906698,0.0007096529,0.00047886369999999997
2014-05-23,0.00027477741,0.0046576262,0.003358245,0.017812848,0.0002412796,-0.00011819601,0.012230754
2014-05-30,0.004028201,-0.013676405,0.01004076,0.004211545,0.0021719932999999998,0.00059103966,0.012240529
2014-06-06,-0.005315602,0.023736834999999998,0.011669754999999999,0.0285182,0.0039230585,-0.00067812204,0.013986944999999999
2014-06-13,0.0,0.00114786625,-0.00712049,-0.0053461789999999995,0.0024095774,-0.0008277297,-0.0063723326
2014-06-20,0.00055110455,-0.00114649534,0.011904836,0.018128872,0.0038461685000000002,-0.00035500525999999997,0.014148712
2014-06-27,0.004130721,0.002998829,-0.007991612,0.0022250414,-0.0003591776,0.0009471178,-0.0006123781200000001
2014-07-03,-0.005251169,0.018685102,0.013321638,0.017279983000000002,0.0006631613,-0.0007708669,0.012153983
2014-07-11,0.0049715042,-0.006114125000000001,-0.025281726999999997,-0.036613286,-0.00456959,0.000828743,-0.008022188999999999
2014-07-18,0.00054967403,0.0061517954,0.0060766935,-0.0046592355,-0.006040096,-0.0007097721,0.005594373000000001
2014-07-25,0.0010071993,0.014039874,0.0010312796,-0.0055071115,0.0009722709999999999,0.00023674965,5.1140789999999996e-05
2014-08-01,9.155273e-05,-0.016078532,-0.02678442,-0.025103867000000002,-0.017401814,0.0010281801,-0.026400983
2014-08-08,0.0021989346000000002,-0.0079437494,-0.012853444,0.014011145000000001,0.010429621,0.00011825562,0.003844142
2014-08-15,0.004662633,0.018302441,0.013020754,0.008589268,0.012042284,0.0007096529,0.012833714000000001
2014-08-22,-0.0030030012,0.0053920745999999995,0.0051414967,0.015736461,0.0019426346,-0.0011818409,0.017729402000000002
2014-08-29,0.0038335323,0.006927371,0.003610611,0.005741357999999999,0.0026659966,0.0009465217600000001,0.007630944
2014-09-05,-0.0037765503,0.01753211,0.0043472052,0.0016310215,-0.0058770776,-0.00037699938000000004,0.0019929409
2014-09-12,-0.006766081,-0.04492908500000001,-0.014626920000000002,-0.010493994,-0.008060396,-0.0011828542,-0.0098453164
2014-09-19,0.00046026707,-0.007535994000000001,-0.000757277,-0.01069665,0.003201127,0.0,0.01260078
2014-09-26,0.0034965277,-0.023930073,-0.018190145,-0.021601737,-0.015954912,0.0008289813999999999,-0.013951182
2014-10-03,0.0039337873,-0.026874125000000002,-0.032267988,-0.010231078,0.008538604,3.5762800000000003e-06,-0.006973147400000001
